s,i,w,Tag,?*?,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
54,4,"therapist""i",I-AdverbialComp,,"therapist""",NOUN,Noun,3,flat,bio_634,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
54,5,size,I-AdverbialComp,,siz,PRON,Pers,6,iobj,bio_634,Dat,Plur,_,_,_,_,_,_,2,_,_,_,_,bio
54,6,tanıtmadan,I-AdverbialComp,,tanı,VERB,Verb,7,advcl,bio_634,Abl,Sing,_,Pos,_,_,_,_,3,Cau,_,_,_,bio
54,7,geçemeyeceğim,B-Pred,,geç,VERB,Verb,0,root,bio_634,_,Sing,_,Neg,_,_,_,Imp,1,_,_,_,Fut,bio
54,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,bio_634,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,1,"""",PUNCT,,"""",PUNCT,PUNCT,63,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,2,Grubumuz,B-AdverbialComp,?*?,grup,NOUN,Noun,11,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,3,",",I-AdverbialComp,,",",PUNCT,PUNCT,2,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,4,190,I-AdverbialComp,,190,NUM,ANum,5,nummod,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
62,5,oyla,I-AdverbialComp,,oyla,NOUN,Noun,11,obl,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,6,bir,I-AdverbialComp,,bir,DET,ANum,8,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,7,Meclis,I-AdverbialComp,,meclis,NOUN,Noun,8,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,8,Başkanı,I-AdverbialComp,,başkan,NOUN,Noun,9,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,9,seçiminde,I-AdverbialComp,,seçim,NOUN,Noun,11,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,10,etkin,I-AdverbialComp,,etkin,NOUN,Noun,12,ccomp,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,11,olamadığımızı,I-AdverbialComp,,ol,VERB,Verb,10,compound:lvc,bio_1520,Acc,Sing,_,Neg,_,_,_,Perf,3,_,_,_,Past,bio
62,12,düşündüğü,I-AdverbialComp,,düşün,VERB,Verb,13,acl,bio_1520,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
62,13,anda,I-AdverbialComp,,an(II),NOUN,Noun,54,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,14,",",PUNCT,,",",PUNCT,PUNCT,54,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,15,eğer,B-AdverbialComp,,eğer,CCONJ,Conj,54,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,16,Meclis'in,I-AdverbialComp,,meclis,PROPN,Prop,18,nsubj,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,17,çalışmaya,I-AdverbialComp,,çalış,VERB,Verb,18,ccomp,bio_1520,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
62,18,başlamasını,I-AdverbialComp,,başla,NOUN,Noun,19,ccomp,bio_1520,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
62,19,sağlamak,I-AdverbialComp,,sağla,VERB,Verb,52,acl,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
62,20,ve,I-AdverbialComp,,ve,CCONJ,Conj,37,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,21,Anayasa'nın,I-AdverbialComp,,anayasa,PROPN,Prop,23,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,22,84'ncü,I-AdverbialComp,,84'ncü,NOUN,Noun,23,amod,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,23,maddesinin,I-AdverbialComp,,madde,NOUN,Noun,36,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,24,(,I-AdverbialComp,,(,PUNCT,PUNCT,34,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,25,bu,I-AdverbialComp,,bu,DET,Det,26,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,26,madde,I-AdverbialComp,,madde,NOUN,Noun,34,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,27,başkanlık,I-AdverbialComp,,başkanlık,NOUN,Noun,28,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,28,divanında,I-AdverbialComp,,Divan,NOUN,Noun,34,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,29,partilerin,I-AdverbialComp,,parti,NOUN,Noun,30,nmod:poss,bio_1520,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
62,30,oyları,I-AdverbialComp,,oy,NOUN,Noun,31,nmod:poss,bio_1520,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
62,31,oranında,I-AdverbialComp,,oran,NOUN,Noun,34,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,32,temsil,I-AdverbialComp,,temsil,NOUN,Noun,34,ccomp,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,33,edilmesini,I-AdverbialComp,,et,VERB,Verb,32,compound:lvc,bio_1520,Acc,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,bio
62,34,öngörüyordu,I-AdverbialComp,,öngör,VERB,Verb,37,advcl,bio_1520,_,Sing,_,Pos,_,_,Fh,Prog,3,_,_,_,Past,bio
62,35,),I-AdverbialComp,,),PUNCT,PUNCT,34,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,36,işlerliğinden,I-AdverbialComp,,işlerlik,NOUN,Noun,37,obj,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,37,vazgeçmek,I-AdverbialComp,,vazgeç,VERB,Verb,19,conj,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
62,38,ve,I-AdverbialComp,,ve,CCONJ,Conj,48,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,39,1961,I-AdverbialComp,,1961,NUM,ANum,40,nmod:poss,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
62,40,yılından,I-AdverbialComp,,yıl,NOUN,Noun,42,obl,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,41,beri,I-AdverbialComp,,beri,ADP,PCAbl,40,case,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,42,uygulanmakta,I-AdverbialComp,,uygula,VERB,Verb,43,ccomp,bio_1520,Loc,_,_,Pos,_,_,_,_,_,Pass,_,_,_,bio
62,43,olan,I-AdverbialComp,,ol,VERB,Verb,45,acl,bio_1520,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,bio
62,44,centilmenlik,I-AdverbialComp,,centilmen,NOUN,Noun,45,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,45,anlaşmasından,I-AdverbialComp,,anlaşma,VERB,Verb,47,obj,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,46,da,I-AdverbialComp,,da,CCONJ,Conj,45,advmod:emph,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,47,vazgeçilmesine,I-AdverbialComp,,vazgeç,VERB,Verb,48,obj,bio_1520,Dat,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,bio
62,48,razı,I-AdverbialComp,,razı,ADJ,Adj,19,conj,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,49,olmak,I-AdverbialComp,,ol,VERB,Verb,48,compound:lvc,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
62,50,gibi,I-AdverbialComp,,gibi,ADP,PCNom,19,case,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,51,üç,I-AdverbialComp,,üç,NUM,ANum,52,nummod,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
62,52,ihtimalden,I-AdverbialComp,,ihtimal,NOUN,Noun,53,nmod:poss,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,53,birini,I-AdverbialComp,,biri,NUM,NNum,54,obj,bio_1520,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,54,kabul,I-AdverbialComp,,kabul,NOUN,Noun,63,advcl,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,55-56,etseydik,I-AdverbialComp,,_,_,_,0,_,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,57,",",PUNCT,,",",PUNCT,PUNCT,55,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,58,bugün,B-AdverbialComp,,bugün,NOUN,Noun,63,obl,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,59,Meclis'in,B-Subj,,meclis,PROPN,Prop,62,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,60,belki,I-Subjj,,belki,ADV,Adverb,62,advmod,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,61,bir,I-Subjj,,bir,DET,ANum,62,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
62,62,başkanı,I-Subjj,,başkan,NOUN,Noun,63,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
62,63,olurdu,B-Pred,,ol,VERB,Verb,0,root,bio_1520,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,bio
62,64,.,PUNCT,,.,PUNCT,PUNCT,63,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,1,"""",PUNCT,,"""",PUNCT,PUNCT,63,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,2,Grubumuz,B-AdverbialComp,?*?,grup,NOUN,Noun,11,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,3,",",I-AdverbialComp,,",",PUNCT,PUNCT,2,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,4,190,I-AdverbialComp,,190,NUM,ANum,5,nummod,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
63,5,oyla,I-AdverbialComp,,oyla,NOUN,Noun,11,obl,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,6,bir,I-AdverbialComp,,bir,DET,ANum,8,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,7,Meclis,I-AdverbialComp,,meclis,NOUN,Noun,8,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,8,Başkanı,I-AdverbialComp,,başkan,NOUN,Noun,9,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,9,seçiminde,I-AdverbialComp,,seçim,NOUN,Noun,11,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,10,etkin,I-AdverbialComp,,etkin,NOUN,Noun,12,ccomp,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,11,olamadığımızı,I-AdverbialComp,,ol,VERB,Verb,10,compound:lvc,bio_1520,Acc,Sing,_,Neg,_,_,_,Perf,3,_,_,_,Past,bio
63,12,düşündüğü,I-AdverbialComp,,düşün,VERB,Verb,13,acl,bio_1520,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
63,13,anda,I-AdverbialComp,,an(II),NOUN,Noun,54,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,14,",",PUNCT,,",",PUNCT,PUNCT,54,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,15,eğer,B-AdverbialComp,,eğer,CCONJ,Conj,54,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,16,Meclis'in,I-AdverbialComp,,meclis,PROPN,Prop,18,nsubj,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,17,çalışmaya,I-AdverbialComp,,çalış,VERB,Verb,18,ccomp,bio_1520,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
63,18,başlamasını,I-AdverbialComp,,başla,NOUN,Noun,19,ccomp,bio_1520,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
63,19,sağlamak,I-AdverbialComp,,sağla,VERB,Verb,52,acl,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
63,20,ve,I-AdverbialComp,,ve,CCONJ,Conj,37,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,21,Anayasa'nın,I-AdverbialComp,,anayasa,PROPN,Prop,23,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,22,84'ncü,I-AdverbialComp,,84'ncü,NOUN,Noun,23,amod,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,23,maddesinin,I-AdverbialComp,,madde,NOUN,Noun,36,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,24,(,I-AdverbialComp,,(,PUNCT,PUNCT,34,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,25,bu,I-AdverbialComp,,bu,DET,Det,26,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,26,madde,I-AdverbialComp,,madde,NOUN,Noun,34,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,27,başkanlık,I-AdverbialComp,,başkanlık,NOUN,Noun,28,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,28,divanında,I-AdverbialComp,,Divan,NOUN,Noun,34,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,29,partilerin,I-AdverbialComp,,parti,NOUN,Noun,30,nmod:poss,bio_1520,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
63,30,oyları,I-AdverbialComp,,oy,NOUN,Noun,31,nmod:poss,bio_1520,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
63,31,oranında,I-AdverbialComp,,oran,NOUN,Noun,34,obl,bio_1520,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,32,temsil,I-AdverbialComp,,temsil,NOUN,Noun,34,ccomp,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,33,edilmesini,I-AdverbialComp,,et,VERB,Verb,32,compound:lvc,bio_1520,Acc,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,bio
63,34,öngörüyordu,I-AdverbialComp,,öngör,VERB,Verb,37,advcl,bio_1520,_,Sing,_,Pos,_,_,Fh,Prog,3,_,_,_,Past,bio
63,35,),I-AdverbialComp,,),PUNCT,PUNCT,34,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,36,işlerliğinden,I-AdverbialComp,,işlerlik,NOUN,Noun,37,obj,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,37,vazgeçmek,I-AdverbialComp,,vazgeç,VERB,Verb,19,conj,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
63,38,ve,I-AdverbialComp,,ve,CCONJ,Conj,48,cc,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,39,1961,I-AdverbialComp,,1961,NUM,ANum,40,nmod:poss,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
63,40,yılından,I-AdverbialComp,,yıl,NOUN,Noun,42,obl,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,41,beri,I-AdverbialComp,,beri,ADP,PCAbl,40,case,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,42,uygulanmakta,I-AdverbialComp,,uygula,VERB,Verb,43,ccomp,bio_1520,Loc,_,_,Pos,_,_,_,_,_,Pass,_,_,_,bio
63,43,olan,I-AdverbialComp,,ol,VERB,Verb,45,acl,bio_1520,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,bio
63,44,centilmenlik,I-AdverbialComp,,centilmen,NOUN,Noun,45,nmod:poss,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,45,anlaşmasından,I-AdverbialComp,,anlaşma,VERB,Verb,47,obj,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,46,da,I-AdverbialComp,,da,CCONJ,Conj,45,advmod:emph,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,47,vazgeçilmesine,I-AdverbialComp,,vazgeç,VERB,Verb,48,obj,bio_1520,Dat,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,bio
63,48,razı,I-AdverbialComp,,razı,ADJ,Adj,19,conj,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,49,olmak,I-AdverbialComp,,ol,VERB,Verb,48,compound:lvc,bio_1520,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
63,50,gibi,I-AdverbialComp,,gibi,ADP,PCNom,19,case,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,51,üç,I-AdverbialComp,,üç,NUM,ANum,52,nummod,bio_1520,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
63,52,ihtimalden,I-AdverbialComp,,ihtimal,NOUN,Noun,53,nmod:poss,bio_1520,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,53,birini,I-AdverbialComp,,biri,NUM,NNum,54,obj,bio_1520,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,54,kabul,I-AdverbialComp,,kabul,NOUN,Noun,63,advcl,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,55,etse,I-AdverbialComp,,et,VERB,Verb,54,compound:lvc,bio_1520,_,Sing,_,Pos,_,_,_,_,3,_,Des,_,_,bio
63,56,ydik,I-AdverbialComp,,i,AUX,Zero,55,cop,bio_1520,_,Plur,_,_,_,_,_,Perf,1,_,Ind,_,Past,bio
63,57,",",PUNCT,,",",PUNCT,PUNCT,55,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,58,bugün,B-AdverbialComp,,bugün,NOUN,Noun,63,obl,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,59,Meclis'in,B-Subj,,meclis,PROPN,Prop,62,nmod:poss,bio_1520,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,60,belki,I-Subjj,,belki,ADV,Adverb,62,advmod,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,61,bir,I-Subjj,,bir,DET,ANum,62,det,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
63,62,başkanı,I-Subjj,,başkan,NOUN,Noun,63,nsubj,bio_1520,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
63,63,olurdu,B-Pred,,ol,VERB,Verb,0,root,bio_1520,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,bio
63,64,.,PUNCT,,.,PUNCT,PUNCT,63,PUNCT,bio_1520,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,1,Bu,B-DefiniteObj,,bu,DET,Det,2,det,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,2,stratejinin,I-DefiniteObj,,strateji,NOUN,Noun,3,nsubj,bio_1175,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
69,3,ortaya,I-DefiniteObj,,orta,ADJ,NAdj,8,ccomp,bio_1175,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
69,4,konulacağını,I-DefiniteObj,,kon(I),VERB,Verb,3,compound,bio_1175,Acc,Sing,_,Pos,_,_,_,Imp,3,Pass,_,_,Fut,bio
69,5,Hürriyet'te,B-IndirectObj,,Hürriyet,PROPN,Prop,8,obl,bio_1175,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
69,6,ilk,B-AdverbialComp,,ilk,ADJ,Adj,8,amod,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,7,ben,B-Subj,,ben,PRON,Pers,8,nsubj,bio_1175,Nom,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
69,8,yazmıştım,B-Pred,,yaz,VERB,Verb,0,root,bio_1175,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,bio
69,9,ve,O,,ve,CCONJ,Conj,14,cc,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,10,yazdıklarım,B-IndefiniteObj,,yaz,VERB,Verb,14,csubj,bio_1175,Nom,Plur,_,Pos,_,_,_,Perf,3,_,_,_,Past,bio
69,11,da,O,,da,CCONJ,Conj,10,advmod:emph,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,12,olduğu,B-AdverbialComp,,ol,VERB,Verb,14,advcl,bio_1175,Nom,Sing,_,Pos,_,_,_,Perf,3,_,_,_,Past,bio
69,13,gibi,I-AdverbialComp,,gibi,ADP,PCNom,12,case,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
69,14,çıkmıştı,B-Pred,,çık,VERB,Verb,8,conj,bio_1175,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
69,15,.,PUNCT,,.,PUNCT,PUNCT,14,PUNCT,bio_1175,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
70,1,Benim,B-AdverbialComp,,ben,PRON,Pers,7,obl,bio_1902,Gen,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
70,2,için,I-AdverbialComp,,için,ADP,PCNom,1,case,bio_1902,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
70,3,gerçek,B-IndirectObj,,gerçek,ADJ,Adj,4,amod,bio_1902,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
70,4,anlamda,I-IndirectObj,,anlam,NOUN,Noun,7,obl,bio_1902,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
70,5,trajik,I-IndirectObj,,trajik,ADJ,Adj,7,amod,bio_1902,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
70,6,bir,I-IndirectObj,,bir,DET,ANum,7,det,bio_1902,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
70,7,olaya,I-IndirectObj,,olay,NOUN,Noun,8,obj,bio_1902,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
70,8,dönüşmüş,B-Pred,,dönüş,VERB,Verb,0,root,bio_1902,_,Sing,_,Pos,_,_,Nfh,_,3,_,_,_,Past,bio
70,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_1902,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
71,1,-,PUNCT,,-,PUNCT,PUNCT,8,PUNCT,bio_1315,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
71,2,Üç,B-IndefiniteObj,,üç,NUM,ANum,4,nummod,bio_1315,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
71,3,demir,I-IndefiniteObj,,Demir,ADJ,NAdj,4,compound,bio_1315,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
71,4,çubuk,I-IndefiniteObj,,çubuk,NOUN,Noun,5,obj,bio_1315,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
71,5,bulup,I-IndefiniteObj,,bul,VERB,Verb,6,advcl,bio_1315,_,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
71,6,getirin,I-IndefiniteObj,,getir,VERB,Verb,8,ccomp,bio_1315,_,Plur,_,Pos,_,_,_,_,2,_,Imp,_,_,bio
71,7,",",PUNCT,,",",PUNCT,PUNCT,6,PUNCT,bio_1315,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
71,8,dedi,B-Pred,,de,VERB,Verb,0,root,bio_1315,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
71,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_1315,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
72,1,Rehberimiz,B-Subj,,rehber,NOUN,Noun,2,nmod,bio_51,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,2,yılların,B-AdverbialComp,,yıl,NOUN,Noun,3,nmod:poss,bio_51,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
72,3,verdiği,I-AdverbialComp,,ver,VERB,Verb,4,acl,bio_51,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
72,4,ustalıkla,I-AdverbialComp,,ustalık,NOUN,Noun,7,obl,bio_51,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,5,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,bio_51,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
72,6,önünde,B-IndefiniteObj,,ön,ADJ,NAdj,7,amod,bio_51,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,7,durduğumuz,I-IndefiniteObj,,dur,VERB,Verb,10,acl,bio_51,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
72,8,her,I-IndefiniteObj,,her,DET,Det,10,det,bio_51,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
72,9,yapı,I-IndefiniteObj,,yapı,NOUN,Noun,10,nmod:poss,bio_51,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,10,hakkında,I-IndefiniteObj,,Hak,NOUN,Noun,11,obl,bio_51,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,11,bilgi,I-IndefiniteObj,,bilgi,NOUN,Noun,0,root,bio_51,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
72,12,veriyor,B-Pred,,ver,VERB,Verb,11,compound,bio_51,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,bio
72,13,bize,B-IndirectObj,,biz,PRON,Pers,11,obj,bio_51,Dat,Plur,_,_,_,_,_,_,1,_,_,_,_,bio
72,14,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,bio_51,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
76,1,Yalnız,B-IndirectObj,,yalnız,ADV,Adj,2,advmod,bio_816,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
76,2,kaldığında,I-IndirectObj,,kal,NOUN,Noun,5,advcl,bio_816,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
76,3,da,I-IndirectObj,,da,CCONJ,Conj,2,advmod:emph,bio_816,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
76,4,baktığından,I-IndirectObj,,bak,NOUN,Noun,5,obj,bio_816,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
