s,i,w,Tag,,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
105,20,olacaksa,I-AdverbialComp,,ol,VERB,Verb,32,advcl,ess_541,_,Sing,_,Pos,_,_,_,Imp,3,_,Cnd,_,Fut,ess
105,21,",",PUNCT,,",",PUNCT,PUNCT,20,PUNCT,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
105,22,ortadan,B-Subj,,orta,ADV,NAdj,24,advmod,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
105,23,ikiye,I-Subjj,,iki,NUM,NNum,24,nummod,ess_541,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,24,ayrık,I-Subjj,,ayrık,NOUN,Noun,25,acl,ess_541,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,25,Karaoğlan,I-Subjj,,Karaoğlan,PROPN,Prop,32,nsubj,ess_541,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,26,",",PUNCT,,",",PUNCT,PUNCT,32,PUNCT,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
105,27,demokratik,B-IndirectObj,,demokratik,ADJ,Adj,29,amod,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
105,28,sol,I-IndirectObj,,sol(II),ADJ,NAdj,29,nmod:poss,ess_541,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,29,terazisinin,I-IndirectObj,,Terazi,NOUN,Noun,31,nmod:poss,ess_541,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,30,hangi,I-IndirectObj,,hangi,DET,Adj,31,det,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
105,31,kefesinden,I-IndirectObj,,kefe,NOUN,Noun,32,obl,ess_541,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
105,32,sesleniyor,B-Pred,,seslen,VERB,Verb,0,root,ess_541,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
105,33,?,PUNCT,,?,PUNCT,PUNCT,32,PUNCT,ess_541,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
118,1,Bağlar,B-Subj,,bağ,NOUN,Noun,5,nsubj,ess_1373,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
118,2,",",I-Subjj,,",",PUNCT,PUNCT,4,PUNCT,ess_1373,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
118,3,ağaç,I-Subjj,,ağaç,NOUN,Noun,4,nmod:poss,ess_1373,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
118,4,kümeleri,I-Subjj,,küme,NOUN,Noun,1,conj,ess_1373,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
118,5,geçerler,B-Pred,,geçer,VERB,Verb,0,root,ess_1373,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
118,6,ara,B-AdverbialComp,,ara,ADJ,NAdj,5,amod,ess_1373,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
118,7,ara,I-AdverbialComp,,ara,ADJ,NAdj,6,compound:redup,ess_1373,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
118,8,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,ess_1373,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,1,Çünkü,O,,çünkü,CCONJ,Conj,10,mark,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,2,dul,B-Subj,,dul,NOUN,Noun,4,amod,ess_274,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
124,3,bir,I-Subjj,,bir,DET,ANum,4,det,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,4,kadının,I-Subjj,,kadın,ADJ,NAdj,7,nmod:poss,ess_274,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
124,5,topluma,I-Subjj,,toplum,NOUN,Noun,7,amod,ess_274,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
124,6,karşı,I-Subjj,,karşı,ADP,PCDat,5,case,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,7,sorumlulukları,I-Subjj,,sorumlu,NOUN,Noun,10,nsubj,ess_274,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
124,8,daha,B-AdverbialComp,,daha,ADV,Adverb,9,advmod,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,9,fazla,I-AdverbialComp,,fazla,ADV,Adverb,10,advmod,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
124,10,oluyor,B-Pred,,ol,VERB,Verb,0,root,ess_274,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
124,11,.,PUNCT,,.,PUNCT,PUNCT,10,PUNCT,ess_274,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
130,1,Bir,B-AdverbialComp,,bir,DET,ANum,2,det,ess_638,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
130,2,gün,I-AdverbialComp,,gün,NOUN,Noun,13,obl,ess_638,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
130,3,mutlaka,I-AdverbialComp,,mutlaka,ADV,Adverb,13,advmod,ess_638,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
130,4,",",PUNCT,,",",PUNCT,PUNCT,13,PUNCT,ess_638,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
130,5,karanlıkların,B-IndirectObj,,karanlık,NOUN,Noun,10,nsubj,ess_638,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
130,6,",",I-IndirectObj,,",",PUNCT,PUNCT,9,PUNCT,ess_638,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
130,7,kişilik,I-IndirectObj,,kişilik,NOUN,Noun,9,nmod:poss,ess_638,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
130,8,satışlı,I-IndirectObj,,sat,ADJ,Adj,9,amod,ess_638,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
130,9,ilişkilerin,I-IndirectObj,,ilişki,NOUN,Noun,5,conj,ess_638,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
130,10,yargılandığı,I-IndirectObj,,yargıla,VERB,Verb,12,acl,ess_638,_,_,_,Pos,_,_,_,Perf,_,Pass,_,_,Past,ess
130,11,aydınlık,I-IndirectObj,,aydın,NOUN,Noun,12,amod,ess_638,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
130,12,mahkemelerde,I-IndirectObj,,mahkeme,NOUN,Noun,13,obl,ess_638,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
130,13,hesap,B-Pred,,hesap,NOUN,Noun,0,root,ess_638,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
130,14,vereceksiniz,I-Pred,,ver,VERB,Verb,13,compound,ess_638,_,Plur,_,Pos,_,_,_,Imp,2,_,_,_,Fut,ess
130,15,.,PUNCT,,.,PUNCT,PUNCT,13,PUNCT,ess_638,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,1,Sonuçta,O,,sonuç,ADV,Noun,29,advmod,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,2,Endülüs,B-Subj,,Endülüs,PROPN,Prop,29,nsubj,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,3,İbn,B-IndefiniteObj,,İBN,PROPN,Prop,28,amod,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,4,-,I-IndefiniteObj,,-,PUNCT,PUNCT,3,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,5,i,I-IndefiniteObj,,İ,NOUN,Noun,3,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,6,Bacce,I-IndefiniteObj,,Bacce,PROPN,Prop,3,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,7,",",I-IndefiniteObj,,",",PUNCT,PUNCT,8,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,8,İbn,I-IndefiniteObj,,İBN,PROPN,Prop,3,conj,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,9,-,I-IndefiniteObj,,-,PUNCT,PUNCT,8,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,10,i,I-IndefiniteObj,,İ,NOUN,Noun,8,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,11,Arabi,I-IndefiniteObj,,Arabi,PROPN,Prop,8,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,12,",",I-IndefiniteObj,,",",PUNCT,PUNCT,13,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,13,İbn,I-IndefiniteObj,,İBN,PROPN,Prop,3,conj,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,14,-,I-IndefiniteObj,,-,PUNCT,PUNCT,13,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,15,i,I-IndefiniteObj,,İ,NOUN,Noun,13,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,16,Zahar,I-IndefiniteObj,,Zahar,PROPN,Prop,13,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,17,",",I-IndefiniteObj,,",",PUNCT,PUNCT,18,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,18,İbn,I-IndefiniteObj,,İBN,PROPN,Prop,3,conj,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,19,-,I-IndefiniteObj,,-,PUNCT,PUNCT,18,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,20,i,I-IndefiniteObj,,İ,NOUN,Noun,18,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,21,Rüşd,I-IndefiniteObj,,Rüşd,PROPN,Prop,18,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,22,",",I-IndefiniteObj,,",",PUNCT,PUNCT,23,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,23,İbn,I-IndefiniteObj,,İBN,PROPN,Prop,3,conj,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,24,-,I-IndefiniteObj,,-,PUNCT,PUNCT,23,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,25,i,I-IndefiniteObj,,İ,NOUN,Noun,23,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,26,Hazm,I-IndefiniteObj,,Hazm,NOUN,Noun,23,flat,ess_715,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
131,27,gibi,I-IndefiniteObj,,gibi,ADP,PCNom,3,case,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
131,28,dahiler,I-IndefiniteObj,,dâhi,NOUN,Noun,29,obj,ess_715,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
131,29,yetiştirdi,B-Pred,,yetiş,VERB,Verb,0,root,ess_715,_,Sing,_,Pos,_,_,Fh,Perf,3,Cau,_,_,Past,ess
131,30,.,PUNCT,,.,PUNCT,PUNCT,29,PUNCT,ess_715,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,1,"""",O,,"""",PUNCT,PUNCT,18,PUNCT,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,2,Şubat,B-IndefiniteObj,,şubat,NOUN,Noun,3,nmod:poss,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,3,Paris'inin,I-IndefiniteObj,,Paris,NOUN,Noun,14,nmod:poss,ess_514,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,4,Alphonse,I-IndefiniteObj,,Alphonse,PROPN,Prop,7,nmod:poss,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,5,de,I-IndefiniteObj,,de,CCONJ,Conj,4,flat,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,6,Neuville,I-IndefiniteObj,,Neuville,PROPN,Prop,4,flat,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,7,Sokağı'na,I-IndefiniteObj,,sokak,NOUN,Noun,8,obl,ess_514,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,8,bakan,I-IndefiniteObj,,bakan,VERB,Verb,14,acl,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,9,nemli,I-IndefiniteObj,,nem,ADJ,Adj,14,amod,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,10,",",I-IndefiniteObj,,",",PUNCT,PUNCT,11,PUNCT,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,11,bulanık,I-IndefiniteObj,,bulanık,ADJ,Adj,9,conj,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,12,ve,I-IndefiniteObj,,ve,CCONJ,Conj,13,cc,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,13,kirli,I-IndefiniteObj,,kir,ADJ,Adj,9,conj,ess_514,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,14,havasını,I-IndefiniteObj,,hava,NOUN,Noun,16,obj,ess_514,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
138,15,doğrudan,B-AdverbialComp,,doğru,ADV,Adj,16,advmod,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,16,solumak,B-Pred,,solu,VERB,Verb,18,advcl,ess_514,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
138,17,için,I-Pred,,için,ADP,PCNom,16,case,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
138,18,sabırsızlanıyordu,I-Pred,,sabırsızlan,VERB,Verb,0,root,ess_514,_,Sing,_,Pos,_,_,Fh,Prog,3,_,_,_,Past,ess
138,19,.,PUNCT,,.,PUNCT,PUNCT,18,PUNCT,ess_514,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,1,Korkulan,B-Pred,,kork,VERB,Verb,6,acl,ess_1405,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
145,2,",",I-Pred,,",",PUNCT,PUNCT,4,PUNCT,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,3,karşı,I-Pred,,karşı,ADV,Adverb,4,advmod,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,4,çıkılan,I-Pred,,çık,VERB,Verb,1,conj,ess_1405,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
145,5,",",I-Pred,,",",PUNCT,PUNCT,1,PUNCT,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,6,hakaret,I-Pred,,hakaret,NOUN,Noun,8,nsubj,ess_1405,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
145,7,",",I-Pred,,",",PUNCT,PUNCT,8,PUNCT,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,8,tehdit,I-Pred,,tehdit,NOUN,Noun,0,root,ess_1405,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
145,9,edilen,I-Pred,,et,VERB,Verb,8,compound:lvc,ess_1405,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
145,10,sadece,B-Subj,,sadece,ADV,Adverb,8,advmod,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,11,ve,I-Subjj,,ve,CCONJ,Conj,12,cc,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,12,sadece,I-Subjj,,sadece,NOUN,Noun,10,conj,ess_1405,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
145,13,bu,I-Subjj,,bu,DET,Det,15,det,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,14,ulusal,I-Subjj,,ulusal,ADJ,Adj,15,amod,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,15,direniş,I-Subjj,,diren,NOUN,Noun,12,nsubj,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
145,16,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_1405,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,1,Gazetenin,B-IndirectObj,,gazete,NOUN,Noun,2,nmod:poss,ess_1163,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,2,sahibi,I-IndirectObj,,sahip,NOUN,Noun,3,compound,ess_1163,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,3,Mehmet,I-IndirectObj,,Mehmet,PROPN,Prop,13,nsubj,ess_1163,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,4,Ali,I-IndirectObj,,Ali,PROPN,Prop,3,flat,ess_1163,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,5,Yılmaz'a,I-IndirectObj,,Yılmaz,PROPN,Prop,3,flat,ess_1163,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,6,",",PUNCT,,",",PUNCT,PUNCT,13,PUNCT,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,7,"""",PUNCT,,"""",PUNCT,PUNCT,10,PUNCT,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,8,Davos'a,B-IndefiniteObj,,Davos,PROPN,Prop,10,obl,ess_1163,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
148,9,beraber,I-IndefiniteObj,,beraber,ADV,Adverb,10,advmod,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,10,gidelim,I-IndefiniteObj,,git,VERB,Verb,13,obj,ess_1163,_,Plur,_,Pos,_,_,_,_,1,_,Opt,_,_,ess
148,11,",",PUNCT,,",",PUNCT,PUNCT,10,PUNCT,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,12,"""",PUNCT,,"""",PUNCT,PUNCT,10,PUNCT,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
148,13,dedim,B-Pred,,de,VERB,Verb,0,root,ess_1163,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
148,14,.,PUNCT,,.,PUNCT,PUNCT,13,PUNCT,ess_1163,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,1,Öyle,B-AdverbialComp,,öyle,ADJ,Adj,2,amod,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,2,aşk,I-AdverbialComp,,aşk,NOUN,Noun,5,nmod:poss,ess_258,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
150,3,ve,I-AdverbialComp,,ve,CCONJ,Conj,4,cc,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,4,şevk,I-AdverbialComp,,şevk,NOUN,Noun,2,conj,ess_258,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
150,5,içinde,I-AdverbialComp,,iç,ADJ,NAdj,6,obl,ess_258,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
150,6,tavaf,I-AdverbialComp,,tavaf,NOUN,Noun,7,obl,ess_258,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
150,7,yapıyordum,I-AdverbialComp,,yap,VERB,Verb,11,advcl,ess_258,_,Sing,_,Pos,_,_,Fh,Prog,1,_,_,_,Past,ess
150,8,ki,I-AdverbialComp,,ki,CCONJ,Conj,7,mark,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,9,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,10,âdeta,O,,âdeta,ADV,Adverb,11,advmod,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,11,kendimden,B-IndirectObj,,kendi,NOUN,Noun,0,root,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
150,12,geçmiştim,B-Pred,,geç,VERB,Verb,11,compound,ess_258,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
150,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_258,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
154,1,Parkın,B-Subj,,park,NOUN,Noun,3,nmod:poss,ess_925,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
154,2,az,I-Subjj,,az,ADJ,Adj,3,amod,ess_925,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
154,3,ilerisi,I-Subjj,,ileri,ADJ,NAdj,5,nsubj,ess_925,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
154,4,deniz,B-Pred,,deniz,NOUN,Noun,5,nmod,ess_925,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
154,5,kıyısıydı,I-Pred,,kıyı,VERB,Verb,0,root,ess_925,Nom,Sing,_,_,_,_,Fh,Perf,3,_,_,_,Past,ess
154,6,...,PUNCT,,...,PUNCT,PUNCT,5,PUNCT,ess_925,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,1,Nisan,B-Subj,,nisan,NOUN,Noun,2,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,2,nedeniyle,I-Subjj,,neden,NOUN,Noun,3,obl,ess_792,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,3,verdiği,I-Subjj,,ver,VERB,Verb,5,acl,ess_792,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,ess
158,4,halk,I-Subjj,,halk,NOUN,Noun,5,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,5,konserinde,I-Subjj,,konser,NOUN,Noun,27,obl,ess_792,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,6,",",I-Subjj,,",",PUNCT,PUNCT,13,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,7,binlerce,I-Subjj,,binlerce,NUM,ANum,8,nummod,ess_792,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
158,8,gencin,I-Subjj,,genç,NOUN,Noun,9,nsubj,ess_792,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,9,oluşturduğu,I-Subjj,,oluş,VERB,Verb,13,acl,ess_792,_,_,_,Pos,_,_,_,Perf,_,Cau,_,_,Past,ess
158,10,o,I-Subjj,,o,DET,Det,12,det,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,11,"""",I-Subjj,,"""",PUNCT,PUNCT,12,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,12,cıvıltı,I-Subjj,,cıvıltı,NOUN,Noun,13,obj,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,13,kümesi,I-Subjj,,küme,NOUN,Noun,20,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,14,"""",I-Subjj,,"""",PUNCT,PUNCT,13,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,15,nin,I-Subjj,,nin,ADP,_,13,case,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,16,",",I-Subjj,,",",PUNCT,PUNCT,15,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,17,"""",I-Subjj,,"""",PUNCT,PUNCT,18,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,18,Ceylan,I-Subjj,,ceylan,PROPN,Prop,20,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,19,"""",I-Subjj,,"""",PUNCT,PUNCT,18,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,20,şarkısını,I-Subjj,,şarkı,NOUN,Noun,21,obj,ess_792,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,21,söylercesine,I-Subjj,,söyle,ADJ,NAdj,36,advcl,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,22,büyük,I-Subjj,,büyük,ADJ,Adj,24,amod,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,23,bir,I-Subjj,,bir,DET,ANum,24,det,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,24,coşkuyla,I-Subjj,,coşku,ADV,Noun,36,advmod,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,25,"""",I-Subjj,,"""",PUNCT,PUNCT,27,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,26,Türkiye,I-Subjj,,Türkiye,PROPN,Prop,27,nsubj,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,27-28,laiktir,I-Subjj,,_,_,_,0,_,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,29,",",I-Subjj,,",",PUNCT,PUNCT,30,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,30,laik,I-Subjj,,laik,NOUN,Noun,27,conj,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,31,kalacak,I-Subjj,,kal,VERB,Verb,30,compound,ess_792,_,Sing,_,Pos,_,_,_,Imp,3,_,_,_,Fut,ess
158,32,"""",I-Subjj,,"""",PUNCT,PUNCT,30,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,33,diye,I-Subjj,,diye,ADP,PCNom,27,case,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,34,gönül,I-Subjj,,gönül,NOUN,Noun,35,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,35,sesi,I-Subjj,,ses,NOUN,Noun,36,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,36,vermesinin,I-Subjj,,ver,NOUN,Noun,39,nmod:poss,ess_792,Gen,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
158,37,hiç,B-Pred,,hiç,ADV,Adverb,39,advmod,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,38,mi,I-Pred,,mi,AUX,Ques,37,aux:q,ess_792,_,Sing,_,_,_,_,_,Imp,3,_,_,_,Pres,ess
158,39,ağırlığı,I-Pred,,ağırlık,NOUN,Noun,40,obj,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,40,olmadı,I-Pred,,ol,VERB,Verb,0,root,ess_792,_,Sing,_,Neg,_,_,Fh,Perf,3,_,_,_,Past,ess
158,41,?,PUNCT,,?,PUNCT,PUNCT,40,PUNCT,ess_792,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
158,1,Nisan,B-Subj,,nisan,NOUN,Noun,2,nmod:poss,ess_792,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,2,nedeniyle,I-Subjj,,neden,NOUN,Noun,3,obl,ess_792,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
158,3,verdiği,I-Subjj,,ver,VERB,Verb,5,acl,ess_792,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,ess
